,users,component,instances,RAM,CPU,STORAGE,technology
634,5553,framework,1,33,9,602.5,iaas
635,5553,rel_db,2,50,18,205.0,iaas
636,9501,nginx,10,180,140,2880,iaas
637,9501,framework,1,33,9,602.5,iaas
638,9501,rel_db,2,50,18,205.0,iaas
639,6349,nginx,7,126,98,2016,iaas
640,6349,framework,1,33,9,602.5,iaas
641,6349,rel_db,2,50,18,205.0,iaas
642,8878,nginx,9,162,126,2592,iaas
643,8878,framework,1,33,9,602.5,iaas
644,8878,rel_db,2,50,18,205.0,iaas
645,9981,nginx,10,180,140,2880,iaas
646,9981,framework,1,33,9,602.5,iaas
647,9981,rel_db,2,50,18,205.0,iaas
648,5039,nginx,5,90,70,1440,iaas
649,5039,framework,1,33,9,602.5,iaas
650,5039,rel_db,2,50,18,205.0,iaas
651,8981,nginx,9,162,126,2592,iaas
652,8981,framework,1,33,9,602.5,iaas
653,8981,rel_db,2,50,18,205.0,iaas
654,8029,nginx,8,144,112,2304,iaas
655,8029,framework,1,33,9,602.5,iaas
656,8029,rel_db,2,50,18,205.0,iaas
657,7462,nginx,8,144,112,2304,iaas
658,7462,framework,1,33,9,602.5,iaas
659,7462,rel_db,2,50,18,205.0,iaas
660,8886,nginx,9,162,126,2592,iaas
661,8886,framework,1,33,9,602.5,iaas
662,8886,rel_db,2,50,18,205.0,iaas
663,7792,nginx,8,144,112,2304,iaas
664,7792,framework,1,33,9,602.5,iaas
665,7792,rel_db,2,50,18,205.0,iaas
666,7357,nginx,8,144,112,2304,iaas
667,7357,framework,1,33,9,602.5,iaas
668,7357,rel_db,2,50,18,205.0,iaas
669,9564,nginx,10,180,140,2880,iaas
670,9564,framework,1,33,9,602.5,iaas
671,9564,rel_db,2,50,18,205.0,iaas
672,5860,nginx,6,108,84,1728,iaas
673,5860,framework,1,33,9,602.5,iaas
674,5860,rel_db,2,50,18,205.0,iaas
675,8600,nginx,9,162,126,2592,iaas
676,8600,framework,1,33,9,602.5,iaas
677,8600,rel_db,2,50,18,205.0,iaas
678,8893,nginx,9,162,126,2592,iaas
679,8893,framework,1,33,9,602.5,iaas
680,8893,rel_db,2,50,18,205.0,iaas
681,5047,nginx,5,90,70,1440,iaas
682,5047,framework,1,33,9,602.5,iaas
683,5047,rel_db,2,50,18,205.0,iaas
684,7298,nginx,8,144,112,2304,iaas
685,7298,framework,1,33,9,602.5,iaas
686,7298,rel_db,2,50,18,205.0,iaas
687,5086,nginx,5,90,70,1440,iaas
688,5086,framework,1,33,9,602.5,iaas
689,5086,rel_db,2,50,18,205.0,iaas
690,8488,nginx,9,162,126,2592,iaas
691,8488,framework,1,33,9,602.5,iaas
692,8488,rel_db,2,50,18,205.0,iaas
693,9206,nginx,9,162,126,2592,iaas
694,9206,framework,1,33,9,602.5,iaas
695,9206,rel_db,2,50,18,205.0,iaas
696,7813,nginx,8,144,112,2304,iaas
697,7813,framework,1,33,9,602.5,iaas
698,7813,rel_db,2,50,18,205.0,iaas
699,5589,nginx,6,108,84,1728,iaas
700,5589,framework,1,33,9,602.5,iaas
701,5589,rel_db,2,50,18,205.0,iaas
702,5011,nginx,5,90,70,1440,iaas
703,5011,framework,1,33,9,602.5,iaas
704,5011,rel_db,2,50,18,205.0,iaas
705,6379,nginx,7,126,98,2016,iaas
706,6379,framework,1,33,9,602.5,iaas
707,6379,rel_db,2,50,18,205.0,iaas
708,7233,nginx,8,144,112,2304,iaas
709,7233,framework,1,33,9,602.5,iaas
710,7233,rel_db,2,50,18,205.0,iaas
711,7720,nginx,8,144,112,2304,iaas
712,7720,framework,1,33,9,602.5,iaas
713,7720,rel_db,2,50,18,205.0,iaas
714,7721,nginx,8,144,112,2304,iaas
715,7721,framework,1,33,9,602.5,iaas
716,7721,rel_db,2,50,18,205.0,iaas
717,6026,nginx,6,108,84,1728,iaas
718,6026,framework,1,33,9,602.5,iaas
719,6026,rel_db,2,50,18,205.0,iaas
720,5175,nginx,6,108,84,1728,iaas
721,5175,framework,1,33,9,602.5,iaas
722,5175,rel_db,2,50,18,205.0,iaas
723,8102,nginx,8,144,112,2304,iaas
724,8102,framework,1,33,9,602.5,iaas
725,8102,rel_db,2,50,18,205.0,iaas
726,8356,nginx,9,162,126,2592,iaas
727,8356,framework,1,33,9,602.5,iaas
728,8356,rel_db,2,50,18,205.0,iaas
729,9262,nginx,10,180,140,2880,iaas
730,9262,framework,1,33,9,602.5,iaas
731,9262,rel_db,2,50,18,205.0,iaas
732,5305,nginx,6,108,84,1728,iaas
733,5305,framework,1,33,9,602.5,iaas
734,5305,rel_db,2,50,18,205.0,iaas
735,5592,nginx,6,108,84,1728,iaas
736,5592,framework,1,33,9,602.5,iaas
737,5592,rel_db,2,50,18,205.0,iaas
738,9437,nginx,10,180,140,2880,iaas
739,9437,framework,1,33,9,602.5,iaas
740,9437,rel_db,2,50,18,205.0,iaas
741,5954,nginx,6,108,84,1728,iaas
742,5954,framework,1,33,9,602.5,iaas
743,5954,rel_db,2,50,18,205.0,iaas
744,9369,nginx,10,180,140,2880,iaas
745,9369,framework,1,33,9,602.5,iaas
746,9369,rel_db,2,50,18,205.0,iaas
747,8441,nginx,9,162,126,2592,iaas
748,8441,framework,1,33,9,602.5,iaas
749,8441,rel_db,2,50,18,205.0,iaas
750,6449,nginx,7,126,98,2016,iaas
751,6449,framework,1,33,9,602.5,iaas
752,6449,rel_db,2,50,18,205.0,iaas
753,9882,nginx,10,180,140,2880,iaas
754,9882,framework,1,33,9,602.5,iaas
755,9882,rel_db,2,50,18,205.0,iaas
756,9871,nginx,10,180,140,2880,iaas
757,9871,framework,1,33,9,602.5,iaas
758,9871,rel_db,2,50,18,205.0,iaas
759,9062,nginx,9,162,126,2592,iaas
760,9062,framework,1,33,9,602.5,iaas
761,9062,rel_db,2,50,18,205.0,iaas
762,7001,nginx,7,126,98,2016,iaas
763,7001,framework,1,33,9,602.5,iaas
764,7001,rel_db,2,50,18,205.0,iaas
765,5976,nginx,6,108,84,1728,iaas
766,5976,framework,1,33,9,602.5,iaas
767,5976,rel_db,2,50,18,205.0,iaas
768,8745,nginx,9,162,126,2592,iaas
769,8745,framework,1,33,9,602.5,iaas
770,8745,rel_db,2,50,18,205.0,iaas
771,5188,nginx,6,108,84,1728,iaas
772,5188,framework,1,33,9,602.5,iaas
773,5188,rel_db,2,50,18,205.0,iaas
774,9397,nginx,10,180,140,2880,iaas
775,9397,framework,1,33,9,602.5,iaas
776,9397,rel_db,2,50,18,205.0,iaas
777,9165,nginx,9,162,126,2592,iaas
778,9165,framework,1,33,9,602.5,iaas
779,9165,rel_db,2,50,18,205.0,iaas
780,7247,nginx,8,144,112,2304,iaas
781,7247,framework,1,33,9,602.5,iaas
782,7247,rel_db,2,50,18,205.0,iaas
783,9180,nginx,9,162,126,2592,iaas
784,9180,framework,1,33,9,602.5,iaas
785,9180,rel_db,2,50,18,205.0,iaas
786,6150,nginx,7,126,98,2016,iaas
787,6150,framework,1,33,9,602.5,iaas
788,6150,rel_db,2,50,18,205.0,iaas
789,8448,nginx,9,162,126,2592,iaas
790,8448,framework,1,33,9,602.5,iaas
791,8448,rel_db,2,50,18,205.0,iaas
792,7482,nginx,8,144,112,2304,iaas
793,7482,framework,1,33,9,602.5,iaas
794,7482,rel_db,2,50,18,205.0,iaas
795,5661,nginx,6,108,84,1728,iaas
796,5661,framework,1,33,9,602.5,iaas
797,5661,rel_db,2,50,18,205.0,iaas
798,6145,nginx,7,126,98,2016,iaas
799,6145,framework,1,33,9,602.5,iaas
800,6145,rel_db,2,50,18,205.0,iaas
801,5411,nginx,6,108,84,1728,iaas
802,5411,framework,1,33,9,602.5,iaas
803,5411,rel_db,2,50,18,205.0,iaas
804,6514,nginx,7,126,98,2016,iaas
805,6514,framework,1,33,9,602.5,iaas
806,6514,rel_db,2,50,18,205.0,iaas
807,5522,nginx,6,108,84,1728,iaas
808,5522,framework,1,33,9,602.5,iaas
809,5522,rel_db,2,50,18,205.0,iaas
810,8196,nginx,9,162,126,2592,iaas
811,8196,framework,1,33,9,602.5,iaas
812,8196,rel_db,2,50,18,205.0,iaas
813,7512,nginx,8,144,112,2304,iaas
814,7512,framework,1,33,9,602.5,iaas
815,7512,rel_db,2,50,18,205.0,iaas
816,8466,nginx,9,162,126,2592,iaas
817,8466,framework,1,33,9,602.5,iaas
818,8466,rel_db,2,50,18,205.0,iaas
819,7598,nginx,8,144,112,2304,iaas
820,7598,framework,1,33,9,602.5,iaas
821,7598,rel_db,2,50,18,205.0,iaas
822,8773,nginx,9,162,126,2592,iaas
823,8773,framework,1,33,9,602.5,iaas
824,8773,rel_db,2,50,18,205.0,iaas
825,5360,nginx,6,108,84,1728,iaas
826,5360,framework,1,33,9,602.5,iaas
827,5360,rel_db,2,50,18,205.0,iaas
828,7052,nginx,7,126,98,2016,iaas
829,7052,framework,1,33,9,602.5,iaas
830,7052,rel_db,2,50,18,205.0,iaas
831,9190,nginx,9,162,126,2592,iaas
832,9190,framework,1,33,9,602.5,iaas
833,9190,rel_db,2,50,18,205.0,iaas
834,5618,nginx,6,108,84,1728,iaas
835,5618,framework,1,33,9,602.5,iaas
836,5618,rel_db,2,50,18,205.0,iaas
837,8050,nginx,8,144,112,2304,iaas
838,8050,framework,1,33,9,602.5,iaas
839,8050,rel_db,2,50,18,205.0,iaas
840,5937,nginx,6,108,84,1728,iaas
841,5937,framework,1,33,9,602.5,iaas
842,5937,rel_db,2,50,18,205.0,iaas
843,9848,nginx,10,180,140,2880,iaas
844,9848,framework,1,33,9,602.5,iaas
845,9848,rel_db,2,50,18,205.0,iaas
846,5459,nginx,6,108,84,1728,iaas
847,5459,framework,1,33,9,602.5,iaas
848,5459,rel_db,2,50,18,205.0,iaas
849,8409,nginx,9,162,126,2592,iaas
850,8409,framework,1,33,9,602.5,iaas
851,8409,rel_db,2,50,18,205.0,iaas
852,8611,nginx,9,162,126,2592,iaas
853,8611,framework,1,33,9,602.5,iaas
854,8611,rel_db,2,50,18,205.0,iaas
855,5264,nginx,6,108,84,1728,iaas
856,5264,framework,1,33,9,602.5,iaas
857,5264,rel_db,2,50,18,205.0,iaas
858,9121,nginx,9,162,126,2592,iaas
859,9121,framework,1,33,9,602.5,iaas
860,9121,rel_db,2,50,18,205.0,iaas
861,6726,nginx,7,126,98,2016,iaas
862,6726,framework,1,33,9,602.5,iaas
863,6726,rel_db,2,50,18,205.0,iaas
864,5723,nginx,6,108,84,1728,iaas
865,5723,framework,1,33,9,602.5,iaas
866,5723,rel_db,2,50,18,205.0,iaas
867,5058,nginx,5,90,70,1440,iaas
868,5058,framework,1,33,9,602.5,iaas
869,5058,rel_db,2,50,18,205.0,iaas
870,6653,nginx,7,126,98,2016,iaas
871,6653,framework,1,33,9,602.5,iaas
872,6653,rel_db,2,50,18,205.0,iaas
873,7947,nginx,8,144,112,2304,iaas
874,7947,framework,1,33,9,602.5,iaas
875,7947,rel_db,2,50,18,205.0,iaas
876,8809,nginx,9,162,126,2592,iaas
877,8809,framework,1,33,9,602.5,iaas
878,8809,rel_db,2,50,18,205.0,iaas
879,7053,nginx,7,126,98,2016,iaas
880,7053,framework,1,33,9,602.5,iaas
881,7053,rel_db,2,50,18,205.0,iaas
882,9629,nginx,10,180,140,2880,iaas
883,9629,framework,1,33,9,602.5,iaas
884,9629,rel_db,2,50,18,205.0,iaas
885,5489,nginx,6,108,84,1728,iaas
886,5489,framework,1,33,9,602.5,iaas
887,5489,rel_db,2,50,18,205.0,iaas
888,7060,nginx,7,126,98,2016,iaas
889,7060,framework,1,33,9,602.5,iaas
890,7060,rel_db,2,50,18,205.0,iaas
891,6523,nginx,7,126,98,2016,iaas
892,6523,framework,1,33,9,602.5,iaas
893,6523,rel_db,2,50,18,205.0,iaas
894,6933,nginx,7,126,98,2016,iaas
895,6933,framework,1,33,9,602.5,iaas
896,6933,rel_db,2,50,18,205.0,iaas
897,7494,nginx,8,144,112,2304,iaas
898,7494,framework,1,33,9,602.5,iaas
899,7494,rel_db,2,50,18,205.0,iaas
900,34980,nginx,35,630,490,10080,iaas
901,34980,framework,1,33,9,602.5,iaas
902,34980,rel_db,7,175,63,717.5,iaas
903,17518,nginx,18,324,252,5184,iaas
904,17518,framework,1,33,9,602.5,iaas
905,17518,rel_db,4,100,36,410.0,iaas
906,12236,nginx,12,216,168,3456,iaas
907,12236,framework,1,33,9,602.5,iaas
908,12236,rel_db,3,75,27,307.5,iaas
909,19856,nginx,20,360,280,5760,iaas
910,19856,framework,1,33,9,602.5,iaas
911,19856,rel_db,4,100,36,410.0,iaas
912,77465,nginx,76,1368,1064,21888,iaas
913,77465,framework,2,66,18,1205.0,iaas
914,77465,rel_db,16,400,144,1640.0,iaas
915,15692,nginx,16,288,224,4608,iaas
916,15692,framework,1,33,9,602.5,iaas
917,15692,rel_db,4,100,36,410.0,iaas
918,53375,nginx,53,954,742,15264,iaas
919,53375,framework,1,33,9,602.5,iaas
920,53375,rel_db,11,275,99,1127.5,iaas
921,28125,nginx,28,504,392,8064,iaas
922,28125,framework,1,33,9,602.5,iaas
923,28125,rel_db,6,150,54,615.0,iaas
924,59268,nginx,58,1044,812,16704,iaas
925,59268,framework,1,33,9,602.5,iaas
926,59268,rel_db,12,300,108,1230.0,iaas
927,61709,nginx,61,1098,854,17568,iaas
928,61709,framework,1,33,9,602.5,iaas
929,61709,rel_db,13,325,117,1332.5,iaas
930,52597,nginx,52,936,728,14976,iaas
931,52597,framework,1,33,9,602.5,iaas
932,52597,rel_db,11,275,99,1127.5,iaas
933,21385,nginx,21,378,294,6048,iaas
934,21385,framework,1,33,9,602.5,iaas
935,21385,rel_db,5,125,45,512.5,iaas
936,12788,nginx,13,234,182,3744,iaas
937,12788,framework,1,33,9,602.5,iaas
938,12788,rel_db,3,75,27,307.5,iaas
939,15491,nginx,16,288,224,4608,iaas
940,15491,framework,1,33,9,602.5,iaas
941,15491,rel_db,4,100,36,410.0,iaas
942,39238,nginx,39,702,546,11232,iaas
943,39238,framework,1,33,9,602.5,iaas
944,39238,rel_db,8,200,72,820.0,iaas
945,65439,nginx,64,1152,896,18432,iaas
946,65439,framework,1,33,9,602.5,iaas
947,65439,rel_db,14,350,126,1435.0,iaas
948,32405,nginx,32,576,448,9216,iaas
949,32405,framework,1,33,9,602.5,iaas
950,32405,rel_db,7,175,63,717.5,iaas
951,65793,nginx,65,1170,910,18720,iaas
952,65793,framework,2,66,18,1205.0,iaas
953,65793,rel_db,14,350,126,1435.0,iaas
954,75229,nginx,74,1332,1036,21312,iaas
955,75229,framework,2,66,18,1205.0,iaas
956,75229,rel_db,16,400,144,1640.0,iaas
957,63005,nginx,62,1116,868,17856,iaas
958,63005,framework,1,33,9,602.5,iaas
959,63005,rel_db,13,325,117,1332.5,iaas
960,68088,nginx,67,1206,938,19296,iaas
961,68088,framework,2,66,18,1205.0,iaas
962,68088,rel_db,14,350,126,1435.0,iaas
963,36116,nginx,36,648,504,10368,iaas
964,36116,framework,1,33,9,602.5,iaas
965,36116,rel_db,8,200,72,820.0,iaas
966,64103,nginx,63,1134,882,18144,iaas
967,64103,framework,1,33,9,602.5,iaas
968,64103,rel_db,13,325,117,1332.5,iaas
969,50793,nginx,50,900,700,14400,iaas
970,50793,framework,1,33,9,602.5,iaas
971,50793,rel_db,11,275,99,1127.5,iaas
972,38699,nginx,38,684,532,10944,iaas
973,38699,framework,1,33,9,602.5,iaas
974,38699,rel_db,8,200,72,820.0,iaas
975,61308,nginx,60,1080,840,17280,iaas
976,61308,framework,1,33,9,602.5,iaas
977,61308,rel_db,13,325,117,1332.5,iaas
978,31933,nginx,32,576,448,9216,iaas
979,31933,framework,1,33,9,602.5,iaas
980,31933,rel_db,7,175,63,717.5,iaas
981,26259,nginx,26,468,364,7488,iaas
982,26259,framework,1,33,9,602.5,iaas
983,26259,rel_db,6,150,54,615.0,iaas
984,62779,nginx,62,1116,868,17856,iaas
985,62779,framework,1,33,9,602.5,iaas
986,62779,rel_db,13,325,117,1332.5,iaas
987,38243,nginx,38,684,532,10944,iaas
988,38243,framework,1,33,9,602.5,iaas
989,38243,rel_db,8,200,72,820.0,iaas
990,12837,nginx,13,234,182,3744,iaas
991,12837,framework,1,33,9,602.5,iaas
992,12837,rel_db,3,75,27,307.5,iaas
993,60321,nginx,59,1062,826,16992,iaas
994,60321,framework,1,33,9,602.5,iaas
995,60321,rel_db,13,325,117,1332.5,iaas
996,75060,nginx,74,1332,1036,21312,iaas
997,75060,framework,2,66,18,1205.0,iaas
998,75060,rel_db,16,400,144,1640.0,iaas
999,71903,nginx,71,1278,994,20448,iaas
1000,71903,framework,2,66,18,1205.0,iaas
1001,71903,rel_db,15,375,135,1537.5,iaas
1002,10734,nginx,11,198,154,3168,iaas
1003,10734,framework,1,33,9,602.5,iaas
1004,10734,rel_db,3,75,27,307.5,iaas
1005,25191,nginx,25,450,350,7200,iaas
1006,25191,framework,1,33,9,602.5,iaas
1007,25191,rel_db,6,150,54,615.0,iaas
1008,57445,nginx,57,1026,798,16416,iaas
1009,57445,framework,1,33,9,602.5,iaas
1010,57445,rel_db,12,300,108,1230.0,iaas
1011,66626,nginx,66,1188,924,19008,iaas
1012,66626,framework,2,66,18,1205.0,iaas
1013,66626,rel_db,14,350,126,1435.0,iaas
1014,15779,nginx,16,288,224,4608,iaas
1015,15779,framework,1,33,9,602.5,iaas
1016,15779,rel_db,4,100,36,410.0,iaas
1017,25812,nginx,26,468,364,7488,iaas
1018,25812,framework,1,33,9,602.5,iaas
1019,25812,rel_db,6,150,54,615.0,iaas
1020,18175,nginx,18,324,252,5184,iaas
1021,18175,framework,1,33,9,602.5,iaas
1022,18175,rel_db,4,100,36,410.0,iaas
1023,69571,nginx,68,1224,952,19584,iaas
1024,69571,framework,2,66,18,1205.0,iaas
1025,69571,rel_db,14,350,126,1435.0,iaas
1026,56348,nginx,56,1008,784,16128,iaas
1027,56348,framework,1,33,9,602.5,iaas
1028,56348,rel_db,12,300,108,1230.0,iaas
1029,79622,nginx,78,1404,1092,22464,iaas
1030,79622,framework,2,66,18,1205.0,iaas
1031,79622,rel_db,16,400,144,1640.0,iaas
1032,62699,nginx,62,1116,868,17856,iaas
1033,62699,framework,1,33,9,602.5,iaas
1034,62699,rel_db,13,325,117,1332.5,iaas
1035,35192,nginx,35,630,490,10080,iaas
1036,35192,framework,1,33,9,602.5,iaas
1037,35192,rel_db,8,200,72,820.0,iaas
1038,10613,nginx,11,198,154,3168,iaas
1039,10613,framework,1,33,9,602.5,iaas
1040,10613,rel_db,3,75,27,307.5,iaas
1041,17749,nginx,18,324,252,5184,iaas
1042,17749,framework,1,33,9,602.5,iaas
1043,17749,rel_db,4,100,36,410.0,iaas
1044,42599,nginx,42,756,588,12096,iaas
1045,42599,framework,1,33,9,602.5,iaas
1046,42599,rel_db,9,225,81,922.5,iaas
1047,31833,nginx,32,576,448,9216,iaas
1048,31833,framework,1,33,9,602.5,iaas
1049,31833,rel_db,7,175,63,717.5,iaas
1050,24344,nginx,24,432,336,6912,iaas
1051,24344,framework,1,33,9,602.5,iaas
1052,24344,rel_db,5,125,45,512.5,iaas
1053,14776,nginx,15,270,210,4320,iaas
1054,14776,framework,1,33,9,602.5,iaas
1055,14776,rel_db,3,75,27,307.5,iaas
1056,38145,nginx,38,684,532,10944,iaas
1057,38145,framework,1,33,9,602.5,iaas
1058,38145,rel_db,8,200,72,820.0,iaas
1059,22348,nginx,22,396,308,6336,iaas
1060,22348,framework,1,33,9,602.5,iaas
1061,22348,rel_db,5,125,45,512.5,iaas
1062,78754,nginx,77,1386,1078,22176,iaas
1063,78754,framework,2,66,18,1205.0,iaas
1064,78754,rel_db,16,400,144,1640.0,iaas
1065,29034,nginx,29,522,406,8352,iaas
1066,29034,framework,1,33,9,602.5,iaas
1067,29034,rel_db,6,150,54,615.0,iaas
1068,29281,nginx,29,522,406,8352,iaas
1069,29281,framework,1,33,9,602.5,iaas
1070,29281,rel_db,6,150,54,615.0,iaas
1071,73657,nginx,72,1296,1008,20736,iaas
1072,73657,framework,2,66,18,1205.0,iaas
1073,73657,rel_db,15,375,135,1537.5,iaas
1074,21212,nginx,21,378,294,6048,iaas
1075,21212,framework,1,33,9,602.5,iaas
1076,21212,rel_db,5,125,45,512.5,iaas
1077,20836,nginx,21,378,294,6048,iaas
1078,20836,framework,1,33,9,602.5,iaas
1079,20836,rel_db,5,125,45,512.5,iaas
1080,33629,nginx,33,594,462,9504,iaas
1081,33629,framework,1,33,9,602.5,iaas
1082,33629,rel_db,7,175,63,717.5,iaas
1083,77233,nginx,76,1368,1064,21888,iaas
1084,77233,framework,2,66,18,1205.0,iaas
1085,77233,rel_db,16,400,144,1640.0,iaas
1086,33092,nginx,33,594,462,9504,iaas
1087,33092,framework,1,33,9,602.5,iaas
1088,33092,rel_db,7,175,63,717.5,iaas
1089,77615,nginx,76,1368,1064,21888,iaas
1090,77615,framework,2,66,18,1205.0,iaas
1091,77615,rel_db,16,400,144,1640.0,iaas
1092,25880,nginx,26,468,364,7488,iaas
1093,25880,framework,1,33,9,602.5,iaas
1094,25880,rel_db,6,150,54,615.0,iaas
1095,79221,nginx,78,1404,1092,22464,iaas
1096,79221,framework,2,66,18,1205.0,iaas
1097,79221,rel_db,16,400,144,1640.0,iaas
1098,38644,nginx,38,684,532,10944,iaas
1099,38644,framework,1,33,9,602.5,iaas
1100,38644,rel_db,8,200,72,820.0,iaas
1101,58086,nginx,57,1026,798,16416,iaas
1102,58086,framework,1,33,9,602.5,iaas
1103,58086,rel_db,12,300,108,1230.0,iaas
1104,29701,nginx,30,540,420,8640,iaas
1105,29701,framework,1,33,9,602.5,iaas
1106,29701,rel_db,6,150,54,615.0,iaas
1107,71117,nginx,70,1260,980,20160,iaas
1108,71117,framework,2,66,18,1205.0,iaas
1109,71117,rel_db,15,375,135,1537.5,iaas
1110,37804,nginx,37,666,518,10656,iaas
1111,37804,framework,1,33,9,602.5,iaas
1112,37804,rel_db,8,200,72,820.0,iaas
1113,58580,nginx,58,1044,812,16704,iaas
1114,58580,framework,1,33,9,602.5,iaas
1115,58580,rel_db,12,300,108,1230.0,iaas
1116,58392,nginx,58,1044,812,16704,iaas
1117,58392,framework,1,33,9,602.5,iaas
1118,58392,rel_db,12,300,108,1230.0,iaas
1119,73263,nginx,72,1296,1008,20736,iaas
1120,73263,framework,2,66,18,1205.0,iaas
1121,73263,rel_db,15,375,135,1537.5,iaas
1122,14406,nginx,15,270,210,4320,iaas
1123,14406,framework,1,33,9,602.5,iaas
1124,14406,rel_db,3,75,27,307.5,iaas
1125,46114,nginx,46,828,644,13248,iaas
1126,46114,framework,1,33,9,602.5,iaas
1127,46114,rel_db,10,250,90,1025.0,iaas
1128,51527,nginx,51,918,714,14688,iaas
1129,51527,framework,1,33,9,602.5,iaas
1130,51527,rel_db,11,275,99,1127.5,iaas
1131,74937,nginx,74,1332,1036,21312,iaas
1132,74937,framework,2,66,18,1205.0,iaas
1133,74937,rel_db,15,375,135,1537.5,iaas
1134,36649,nginx,36,648,504,10368,iaas
1135,36649,framework,1,33,9,602.5,iaas
1136,36649,rel_db,8,200,72,820.0,iaas
1137,37792,nginx,37,666,518,10656,iaas
1138,37792,framework,1,33,9,602.5,iaas
1139,37792,rel_db,8,200,72,820.0,iaas
1140,39804,nginx,39,702,546,11232,iaas
1141,39804,framework,1,33,9,602.5,iaas
1142,39804,rel_db,8,200,72,820.0,iaas
1143,43375,nginx,43,774,602,12384,iaas
1144,43375,framework,1,33,9,602.5,iaas
1145,43375,rel_db,9,225,81,922.5,iaas
1146,76305,nginx,75,1350,1050,21600,iaas
1147,76305,framework,2,66,18,1205.0,iaas
1148,76305,rel_db,16,400,144,1640.0,iaas
1149,78808,nginx,77,1386,1078,22176,iaas
1150,78808,framework,2,66,18,1205.0,iaas
1151,78808,rel_db,16,400,144,1640.0,iaas
1152,28812,nginx,29,522,406,8352,iaas
1153,28812,framework,1,33,9,602.5,iaas
1154,28812,rel_db,6,150,54,615.0,iaas
1155,65501,nginx,64,1152,896,18432,iaas
1156,65501,framework,1,33,9,602.5,iaas
1157,65501,rel_db,14,350,126,1435.0,iaas
1158,45412,nginx,45,810,630,12960,iaas
1159,45412,framework,1,33,9,602.5,iaas
1160,45412,rel_db,10,250,90,1025.0,iaas
1161,33953,nginx,34,612,476,9792,iaas
1162,33953,framework,1,33,9,602.5,iaas
1163,33953,rel_db,7,175,63,717.5,iaas
1164,69559,nginx,68,1224,952,19584,iaas
1165,69559,framework,2,66,18,1205.0,iaas
1166,69559,rel_db,14,350,126,1435.0,iaas
1167,43710,nginx,43,774,602,12384,iaas
1168,43710,framework,1,33,9,602.5,iaas
1169,43710,rel_db,9,225,81,922.5,iaas
1170,55041,nginx,54,972,756,15552,iaas
1171,55041,framework,1,33,9,602.5,iaas
1172,55041,rel_db,12,300,108,1230.0,iaas
1173,68480,nginx,67,1206,938,19296,iaas
1174,68480,framework,2,66,18,1205.0,iaas
1175,68480,rel_db,14,350,126,1435.0,iaas
1176,25365,nginx,25,450,350,7200,iaas
1177,25365,framework,1,33,9,602.5,iaas
1178,25365,rel_db,6,150,54,615.0,iaas
1179,47214,nginx,47,846,658,13536,iaas
1180,47214,framework,1,33,9,602.5,iaas
1181,47214,rel_db,10,250,90,1025.0,iaas
1182,56718,nginx,56,1008,784,16128,iaas
1183,56718,framework,1,33,9,602.5,iaas
1184,56718,rel_db,12,300,108,1230.0,iaas
1185,19097,nginx,19,342,266,5472,iaas
1186,19097,framework,1,33,9,602.5,iaas
1187,19097,rel_db,4,100,36,410.0,iaas
1188,27018,nginx,27,486,378,7776,iaas
1189,27018,framework,1,33,9,602.5,iaas
1190,27018,rel_db,6,150,54,615.0,iaas
1191,73972,nginx,73,1314,1022,21024,iaas
1192,73972,framework,2,66,18,1205.0,iaas
1193,73972,rel_db,15,375,135,1537.5,iaas
1194,17736,nginx,18,324,252,5184,iaas
1195,17736,framework,1,33,9,602.5,iaas
1196,17736,rel_db,4,100,36,410.0,iaas
1197,56120,nginx,55,990,770,15840,iaas
1198,56120,framework,1,33,9,602.5,iaas
1199,56120,rel_db,12,300,108,1230.0,iaas
1200,505,nginx,1,8,8,255,caas
1201,505,framework,1,32,8,600,caas
1202,505,rel_db,1,24,8,100,caas
1203,505,mem_db,1,8,4,10,caas
1204,472,nginx,1,8,8,255,caas
1205,472,framework,1,32,8,600,caas
1206,472,rel_db,1,24,8,100,caas
1207,472,mem_db,1,8,4,10,caas
1208,813,nginx,1,8,8,255,caas
1209,813,framework,1,32,8,600,caas
1210,813,rel_db,1,24,8,100,caas
1211,813,mem_db,1,8,4,10,caas
1212,69,nginx,1,8,8,255,caas
1213,69,framework,1,32,8,600,caas
1214,69,rel_db,1,24,8,100,caas
1215,69,mem_db,1,8,4,10,caas
1216,275,nginx,1,8,8,255,caas
1217,275,framework,1,32,8,600,caas
1218,275,rel_db,1,24,8,100,caas
1219,275,mem_db,1,8,4,10,caas
1220,72,nginx,1,8,8,255,caas
1221,72,framework,1,32,8,600,caas
1222,72,rel_db,1,24,8,100,caas
1223,72,mem_db,1,8,4,10,caas
1224,212,nginx,1,8,8,255,caas
1225,212,framework,1,32,8,600,caas
1226,212,rel_db,1,24,8,100,caas
1227,212,mem_db,1,8,4,10,caas
1228,372,nginx,1,8,8,255,caas
1229,372,framework,1,32,8,600,caas
1230,372,rel_db,1,24,8,100,caas
1231,372,mem_db,1,8,4,10,caas
1232,929,nginx,1,8,8,255,caas
1233,929,framework,1,32,8,600,caas
1234,929,rel_db,1,24,8,100,caas
1235,929,mem_db,1,8,4,10,caas
1236,352,nginx,1,8,8,255,caas
1237,352,framework,1,32,8,600,caas
1238,352,rel_db,1,24,8,100,caas
1239,352,mem_db,1,8,4,10,caas
